南靖,14292
惠东,18253
包头,11574
白玉,10638
文山,23865
海北,62074
宣城,11259
梅州,10447
南充,18829
莆田,11784
泸定,10816
登封,64201
唐山,11781
河源,13022
枣庄,11708
雅安,12112
郴州,10792
中卫,18790
曲靖,12643
淮安,13756
三沙,43377
金川,36836
衢州,12651
荣成,55762
淄博,11705
雅江,62950
本溪,11268
襄阳,10787
琼海,41342
克什克腾旗,10478
丹江口,64074
鄂尔多斯,13190
巴塘,11719
玉溪,11533
万宁,11616
盐城,15820
齐齐哈尔,11709
锡林郭勒盟,10704
天水,10784
黔西南,11799
大庆,11678
罗平,10808
新乡,13100
永嘉,64691
三明,14844
锦州,10537
广元,14669
邯郸,11732
信阳,13628
运城,13738
六安,11328
道孚,10271
宁海,16168
义乌,64478
晋城,11560
铜仁,13707
余姚,27329
夏河,24828
阿拉善,11577
滁州,15743
湟中,63549
龙胜,13159
廊坊,14548
黑河,22006
榆林,11613
陵水,62982
白山,15139
尚志,66315
安阳,13805
巴音郭楞,18231
汶川,10691
湘潭,34888
基隆,11063
泰顺,10210
墨脱,10079
修武,64160
贺州,12913
兴安盟,62069
昌吉,15462
阿尔山,10390
歙县,13125
围场,10034
安康,14410
阆中,10838
毕节,16879
弥勒,17298
龙门,64473
碌曲,62824
常德,17070
金门,25339
百色,17133
株洲,21916
五常,31010
兴义,11254
怀化,23078
当雄,145300
鹰潭,22762
克拉玛依,15017
营口,14907
德宏,19625
崇左,13188
武义,10139
遂昌,10555
延吉,11508
瑞丽,15812
荆州,14124
额济纳旗,10456
兴城,10290
黎平,63082
石林,10165
鞍山,11553
泸州,13518
江阴,12251
贵溪,19689
额尔古纳,10763
普洱,21358
湟源,63535
理县,21667
慈溪,22510
长治,14401
海宁,23697
德阳,18974
元阳,11660
梧州,26480
扶风,63877
朔州,12857
临海,11626
张家港,59341
浮梁,66308
诸暨,12957
黄冈,22112
栾川,24660
仙居,16925
海南,12938
楚雄,11494
五大连池,16910
巴马,12309
太仓,10429
台山,16286
盘锦,10728
浪卡子,62934
聊城,11926
沧州,14894
安图,64859
邢台,12057
赤水,10046
许昌,13326
工布江达,63424
商丘,14499
六盘水,10839
平顶山,14186
德州,11936
巴中,15274
宿迁,23129
绩溪,22673
文昌,11701
韶山,12254
萍乡,11303
乾县,64039
阿克苏,18008
茂县,64474
潜山,64461
瑞安,11255
亳州,20566
格尔木,20876
马鞍山,18741
黄龙,10162
蚌埠,15364
揭阳,14191
永州,22460
正定,23029
平潭,10702
佳木斯,13267
攀枝花,12038
邛崃,19375
红原,14946
自贡,14653
三门峡,17245
英德,15702
三江,63836
东营,11921
缙云,64687
介休,25315
黄石,14202
博罗,64132
蔚县,11808
建德,15334
合作,62835
定日,56359
茂名,14336
玉林,12682
苍南,17322
兰溪,16490
巢湖,22564
江孜,10812
库尔勒,12289
达州,21832
防城港,13701
保亭,25419
河池,16571
抚顺,11905
辽阳,23255
菏泽,11820
新昌,10798
怒江,10523
吕梁,29359
开平,10507
晋江,64561
汕尾,11446
兴化,14458
广安,21831
德钦,12715
恩平,36866
吉首,34639
青州,15962
通辽,12586
德令哈,12444
湖口,64877
石嘴山,62072
南雄,22113
阜阳,62057
博尔塔拉,62079
眉山,15128
黄南,62077
剑川,15948
通化,13856
玉树,11294
泰宁,17407
霞浦,12491
平山,17730
永泰,21365
宾川,63567
邵阳,15540
吉木萨尔,64138
平湖,63180
浏阳,12697
金寨,16787
乳山,11612
武威,13849
句容,63220
和田,18005
驻马店,32080
商洛,12861
遂宁,14238
佛冈,64129
长兴,16002
朝阳,62068
昌黎,20079
瑞金,29348
云龙,63564
云和,64685
沂水,28294
石河子,14072
彭州,19312
福鼎,28210
同仁,10602
启东,140688
那曲,11662
怀来,19205
连城,64550
北川,12427
周口,14445
平凉,45900
眉县,63876
澎湖,11066
文成,64689
昭通,11827
宜川,64053
富蕴,64136
乌兰察布,11572
滨州,20482
阜康,64137
庐山,10244
江油,18679
肥西,64466
乳源,18190
胶州,84692
波密,38413
娄底,17363
吴忠,62073
勐腊,18302
赤壁,64027
涞水,66298
嵊州,20996
孝感,62065
黑水,64481
荆门,25449
龙泉,10834
阳泉,11636
昭平,66261
绥中,10287
益阳,15393
龙口,16768
钦州,15306
宜良,63063
辉县,64199
庆元,64683
西峡,63871
如皋,10337
果洛,24944
连江,22838
建水,15060
通山,64080
温岭,64695
米林,63427
海阳,64454
宁安,64725
抚州,41249
新郑,66292
临沧,17543
珲春,63884
从江,63085
张北,11386
鸡西,12400
福清,11369
平阳,64690
沂南,139409
固原,62070
普兰,24194
崇州,34802
巩义,16684
海盐,66313
阜新,20885
临夏,62062
泾县,27725
兴平,64044
瓦房店,63909
铁岭,14675
大新,63611
涞源,18746
青田,64686
衡水,13034
铜川,28644
惠安,17856
敦化,64734
榕江,28346
景宁,18088
都匀,17915
东海,27870
松原,62067
巴彦淖尔,11605
图们,20908
新津,15980
澄江,24834
宁乡,140624
锡林浩特,20235
随州,10786
祁连,19603
安新,64182
宽甸,64713
漯河,25503
海东,62075
长海,64706
江山,12393
根河,18001
休宁,26003
荥阳,64469
四平,62066
贵港,14797
儋州,10781
淮南,44963
浦江,64752
连州,14257
济源,10733
洪湖,21374
勉县,63030
来宾,13048
新余,34173
乐亭,10785
乌兰浩特,18445
八宿,63450
磐安,45987
安宁,63579
达拉特旗,63316
伊宁市,63095
铜陵,22946
永康,16334
普宁,17053
岱山,64699
兴安县,66260
库车,16142
仁化,64130
鄯善,16245
桓仁,60225
闽侯,16700
海门,64642
南江,63057
内江,44453
广汉,24438
德化,64559
昭苏,63092
仪征,84494
嘉义县,139549
韩城,16026
云浮,42797
邹城,25946
札达,22794
礼泉,64043
灵石,63857
靖边,33919
石狮,84595
资阳,62078
林州,64164
商城,64167
濮阳,11484
罗田,64081
丰宁,17860
吉县,63843
苗栗,25327
东源,64476
陵川,63862
丰顺,140665
杜尔伯特,64719
黄陵,64049
宿州,62058
乌海,27792
和平,66290
漳浦,28027
新兴,21821
绥化,34385
陇南,34709
广南,63072
哈巴河,20772
东兴,36937
井陉,17408
淮北,15091
兴隆,34594
青铜峡,10772
利川,64069
沽源,11567
洪江,11271
石阡,143442
马尔康,15983
庐江,64468
融水,63835
靖西,18291
宜章,63594
通道,18875
犍为,16463
牙克石,21669
庄河,140740
阳西,63602
灵川,66259
临朐,17889
乐业,63827
宁城,62941
滕州,22069
资兴,63595
盱眙,17746
庆阳,15642
涿鹿,63309
乃东,62956
克孜勒苏,49974
东台,18896
长泰,140743
鹤壁,24270
白城,22558
禄丰,63573
宁蒗,66252
霍山,64455
汝城,140742
盖州,16642
鲁山,15961
平江,63596
塔什库尔干,62796
湘潭县,175376
周至,20770
桃源,63581
长阳,140666
凤城,64712
禹州,66293
安龙,63077
安溪,64558
华安,64553
乐昌,17291
定西,12893
天门,62977
盘州,63075
山丹,22612
蒙自,63577
永修,64471
三河,140694
丹阳,17664
巍山,23457
丘北,63071
德庆,17943
三门,11251
兰陵,176105
南安,143527
诸城,140619
松阳,64684
门源,13153
霸州,11269
芒市,30426
宁都,140588
九龙,63005
贡嘎,10347
扎兰屯,22975
兴国,144113
贵德,10604
资源,63022
塔城,61977
开化,10154
云霄,140615
新县,175769
遵化,21463
信丰,144112
凭祥,63829
齐河,140764
金堂,63039
连南,64492
岚皋,64056
日土,64141
上杭,64540
华蓥,63056
永安,16593
莱州,18281
仙游,64563
米易,63013
白银,62060
于都,19038
内乡,63872
蓝田,64037
鹤岗,12369
绥芬河,34380
靖江,64640
晴隆,63078
新安,63870
洱源,63565
麻城,17481
东港,64711
柞水,17361
新化,63583
西乌旗,62842
河口,112352
涿州,12053
四会,140754
什邡,28991
石门,63580
噶尔,145312
新宁,64127
永城,140557
邳州,55434
龙井,64861
京山,27879
阳山,19895
双鸭山,62063
石台,30827
定州,26831
阿拉善左旗,62962
新密,140540
徐闻,63599
高邮,21034
靖安,140738
赤城,52710
寿县,64457
集安,33151
沭阳,176321
平度,64378
简阳,35409
宁国,64543
永济,16944
琼结,62953
如东,19818
乐东,62984
寿光,64376
宁强,63029
应城,140748
龙游,42877
新沂,64634
鄂州,16273
会泽,18459
互助,13897
铁力,64720
淮阳,16887
上林,24058
鄢陵,140566
芒康,21606
剑阁,15981
灵宝,66287
秭归,30045
宁武,18713
容县,63589
瓜州,14288
蒲江,60642
洪雅,18173
萨嘎,145310
高安,140662
威宁,10401
左贡,29862
桐城,15143
神木,64031
玉山,140678
巴里坤,18029
桂平,63816
固安,140608
盂县,63867
凤阳,64470
泰兴,27820
莱阳,84680
永春,38611
平武,63044
孝义,144247
微山,66309
乌鲁木齐县,174200
大冶,143843
林甸,64721
嵩县,48962
昌江,11253
浑源,63866
南部县,174590
镇宁,31110
招远,64442
高密,11276
安福,140676
海安,64641
藤县,63025
小金,66243
水城,66253
勐海,63572
肥东,64467
平和,64551
临江,13519
泗洪,176312
共和,63525
万源,150368
思南,143443
江口,63610
七台河,62064
全州,11033
易县,11265
玉环,84700
潜江,62976
抚松,64858
永登,62850
长丰,140610
辽源,18382
多伦,10707
阳新,64083
射阳,140758
海丰,143405
宾县,140549
元谋,16394
织金,63073
武宁,64472
临高,62983
海城,64760
澄迈,62985
蛟河,64731
金秀,34215
大英,63051
洪洞,63851
钟祥,17256
洋县,63034
定安,17995
虎林,64727
阳城,22874
永兴,140691
独山,64477
南漳,10788
阳春,63601
湘乡,140597
惠水,143434
天长,143304
岑溪,63026
河津,140667
广德,60721
康平,144150
揭西,175535
龙南,66304
迁安,64151
当阳,64077
高州,84731
蒙阴,64232
邹平,66310
玛多,10568
芷江,11723
沂源,34195
龙川,64134
鄱阳,140590
嘉荫,64723
怀集,140684
罗源,64562
安丘,140763
武胜,16715
富平,140749
滦县,64150
黄梅,64082
樟树,11335
建湖,64638
红安,18264
习水,64463
宁远,63591
紫金,64133
太谷,15991
合浦,140755
北镇,140747
宜都,140620
沛县,64632
祁县,63858
石泉,26506
聂拉木,66227
雷州,63598
若羌,18014
古田,20263
龙里,140675
邵武,64554
澧县,143863
龙海,64577
凌海,140750
阜宁,140570
瑞昌,144123
景泰,62859
伊金霍洛旗,63313
蓬安,174605
贡山,66249
罗定,38395
泸西,18119
醴陵,143881
东平,56775
新源,63099
墨江,14949
奎屯,63100
天台,64694
平邑,63815
连山,143404
固始,84721
西乡,63035
嘉鱼,143854
通江,140583
泗阳,176318
铅山,140591
三原,64213
本溪县,66314
金昌,62061
大竹,63058
农安,64730
莒县,64377
信宜,23456
丰城,66303
靖州,140544
仙桃,62978
封开,63303
建始,64072
贺兰,11298
安岳,63047
淅川,140689
攸县,63588
炎陵,66280
商南,64063
黄平,143430
沅陵,64087
达茂旗,66232
宣汉,140581
安多,19164
苍溪,140578
荔浦,63613
亚东,62806
大埔,63839
宜阳,140569
武安,64184
博乐,63090
马祖,58689
通海,19676
泗水,144203
香河,64147
南涧,141495
崇阳,143853
鹤山,84855
广饶,144186
祁门,64544
久治,63526
渠县,25128
个旧,63576
大方,143425
长汀,64541
英山,140745
武定,17149
法库,144149
仁怀,140601
迁西,64149
鹿邑,64181
耒阳,66278
云林县,23833
饶平,143398
蒲城,18176
蒙城,143355
桐柏,143784
和顺,16491
南和,143700
枣阳,140746
宾阳,63834
且末,63604
石屏,63575
颍上,140672
象州,63821
嘉祥,144200
平定,66285
轮台,63605
闽清,36437
玉屏,143447
单县,144191
谷城,140621
泾阳,64045
房县,143847
绵竹,42884
舒城,64456
和静,63603
建宁,18681
开远,17296
清镇,143426
莒南,64330
五莲,64379
修水,144130
开阳,16871
安化,57014
咸丰,64070
贵定,24324
巴东,64073
郓城,144195
平乐,13816
白沙,62986
江永,17325
福泉,140585
射洪,33119
沙县,45268
尤溪,17421
唐河,18279
陆良,18756
岐山,19784
留坝,63032
廉江,143761
绥德,50808
交城,19156
宝应,176384
德保,63826
泸溪,143875
兴仁,143440
凤翔,64025
木里,17625
壶关,63865
建昌,144146
灵武,11518
屏南,17961
武平,64542
南召,143783
沧源,140626
营山,174611
邻水,66248
崇义,66302
高碑店,143462
肥城,84544
汉寿,140623
屯昌,62981
平塘,140674
密山,143816
汉源,46641
广宁,140551
陆丰,143406
盐边,66244
梅河口,39075
弋阳,66307
贞丰,63079
大余,140679
土默特左旗,144161
盐源,174428
施秉,63084
彬县,64038
应县,19640
平阴,144199
费县,144211
城固,63033
无为,143526
临县,63850
安陆,21641
古丈,27437
和县,143326
邵东,143873
定南,144108
汶上,84562
北流,66258
南陵,143525
三都,63081
安远,140677
横县,63590
拜城,63088
始兴,112697
兴宁,17288
澜沧,63570
夏县,140669
黔西,63074
旬邑,64042
乌拉特前旗,63043
桐梓,63080
唐县,64170
石首,143846
嵩明,141509
莱西,144214
盈江,63059
永靖,62855
福安,16872
宝兴,63461
卓尼,62828
永顺,64485
绥阳,63076
仁寿,63017
宜丰,144129
台江,66255
吴川,143763
进贤,140592
天全,63015
冕宁,63006
迭部,62841
监利,143845
大荔,64068
加查,63423
蕲春,63421
建瓯,29809
府谷,64033
苍梧,140563
汾阳,63847
剑河,140607
铜鼓,140680
桑植,143880
将乐,140685
琼中,11648
瓮安,143436
泾源,63822
保康,143855
项城,64179
武冈,22088
寻甸,140759
凤山,145807
岳池,174614
安国,143458
和龙,64860
镇平,140582
通城,140744
玉门,63524
汝阳,140673
新泰,23991
会理,63007
二连浩特,18550
汨罗,28341
五峰,64076
湄潭,140586
白水,64066
利辛,143354
祁阳,140760
中江,174536
桓台,64375
类乌齐,30185
平南,143415
丰县,176294
萨迦,10830
凤台,143319
临泽,63515
古蔺,63055
东阿,144204
灌南,176369
巨野,144194
花垣,64125
方城,140562
临清,144208
浠水,43564
肇东,143839
广水,143851
慈利,84778
上高,144126
郧西,18427
抚远,28807
荣县,63046
伊吾,64140
清河,143705
彭泽,140589
泸水,63061
邓州,140560
拉孜,145313
天祝,62847
永宁,63824
长白,64733
东至,143298
隆昌,63048
元江,141536
新平,141534
喀喇沁旗,62939
霍州,63846
隆安,140670
衡东,139641
庆云,144182
凌源,144143
乐平,140594
茶陵,63597
叶城,18010
长葛,140617
城步,143872
开原,176684
兴山,140618
兴文,63042
巴彦,143808
泸县,63053
宿松,64460
汝南,64163
阿拉尔,23819
平远,64135
宁陕,64054
榆树,143886
舞钢,64159
襄城,64161
惠来,66291
来凤,18171
永新,39806
曲阳,143465
大石桥,144158
宣威,63795
新宾,64715
米脂,33285
比如,63538
麟游,144263
临湘,140686
新乐,64189
太和,143521
合江,63054
大安,176924
刚察,63527
德兴,144134
南丹,140565
天柱,143432
博爱,140558
江华,140757
吉隆,16692
沅江,143877
遂溪,143762
乐至,144532
措勤,64142
沙湾,63104
隆化,66299
临沭,144212
柳城,140692
诏安,64552
阳谷,144209
霍邱,143324
衡阳县,175340
曹县,144189
栖霞,64381
原平,17898
新野,18511
高唐,144205
西华,143797
民乐,62814
扬中,64637
昌邑,140765
桑日,63403
清流,176222
阳高,140553
武川,39735
芜湖县,176207
定远,29908
睢宁,64633
潼关,144268
内丘,143701
隆回,21407
岳阳县,175397
武乡,140668
侯马,144232
垣曲,63842
鹿寨,63817
玛沁,63514
山阳,64061
资中,66247
北屯,16193
奈曼旗,16856
会昌,144110
滦南,64148
汝州,140612
松滋,140683
夹江,63019
西充,174593
文安,143695
察隅,63432
赵县,16016
锦屏,66256
泰和,140596
都安,140671
上犹,140593
辛集,143548
汉川,25311
汪清,64863
彰武,144144
砚山,141532
新晃,143870
灵璧,140609
长宁,63041
陆川,140622
商河,140800
讷河,143830
原阳,140571
安义,66305
灌云,64636
福贡,63062
云梦,143858
常宁,63592
和林格尔,144160
渑池,140567
舞阳,143803
略阳,144264
平果,63828
溆浦,64093
赫章,27665
水富,63065
陇县,63874
洞口,64126
伊通,176948
新蔡,143801
桂阳,63593
涉县,64183
金塔,63523
惠民,140762
全椒,143303
大名,64188
翁源,140548
师宗,63068
右玉,21936
金乡,144201
桦甸,140599
高平,30990
沿河,143445
阳曲,140554
高青,144217
灵丘,144222
洛扎,62951
无棣,144176
襄汾,63844
礼县,62861
石渠,35213
吉水,144115
高台,34881
涡阳,84723
临泉,143307
梓潼,63045
乌审旗,63118
大悟,21530
尼勒克,63098
佛坪,63037
玉田,143552
滦平,64144
前郭,66316
龙州,140561
成县,62863
镇雄,141444
万载,140598
奉新,144125
郯城,144213
德惠,143885
呼玛,64717
磁县,64185
淇县,64168
紫阳,64055
郎溪,143360
怀仁,144250
涟源,63584
平顺,63948
祁东,143868
平罗,66257
正蓝旗,62834
富源,63069
尉氏,143776
修文,140584
玛曲,62815
绥宁,64487
宁明,63830
乡城,21469
普安,143438
兴和,63341
仲巴,64143
临颍,66296
卢氏,143787
萝北,64726
镇安,64059
民权,140568
湘阴,143879
昔阳,21711
云县,141515
孝昌,143857
宁晋,143702
长垣,143789
墨竹工卡,62933
洛川,64050
广灵,144221
叙永,63052
石棉,63014
阳原,64171
罗甸,143435
阿图什,62807
同心,144167
会宁,140753
海晏,63550
大田,11019
岑巩,143433
广昌,143933
松桃,143444
周宁,64631
都兰,63511
丹寨,143429
特克斯,63096
澄城,30757
灵寿,64193
上蔡,143799
尖扎,63534
龙陵,17593
沁水,63860
海伦,144525
成安,140604
华亭,143382
遂川,144116
武陟,143774
临漳,66297
辰溪,140756
平利,64058
岫岩,64709
化州,143400
灯塔,64710
乐陵,144179
辉南,24853
焉耆,141549
中牟,143793
峨山,141533
郏县,64158
内黄,143773
永丰,144120
土默特右旗,144737
文水,144246
鄂托克前旗,140552
竹山,145829
呼图壁,141550
宜城,143859
中宁,144170
博兴,140587
萧县,64462
正阳,143802
永仁,132166
凉城,66242
老河口,143856
浦城,143362
阿克苏市,63087
罗山,175763
五家渠,32748
朗县,63387
昌乐,144216
沙洋,64078
五河,34950
江达,63508
确山,66294
穆棱,143823
余干,144137
会同,64085
乌苏,141561
金溪,143934
柳林,144244
霍城,63093
旌德,140613
陈巴尔虎旗,19855
富锦,143817
博白,33373
东兰,143416
正宁,143393
清原,64716
滑县,143772
丁青,30736
顺平,143466
勃利,143824
团风,143841
景县,143542
融安,143419
丹凤,64062
富顺,144533
界首,143306
双辽,140600
马边,174479
临洮,143368
罗城,143417
襄垣,140559
喜德,140579
定边,144276
通河,64722
津市,65823
连平,24073
霍林郭勒,62945
商水,143794
尉犁,63606
鸡东,143815
临武,143866
易门,141535
阿拉善右旗,62958
安平,143539
远安,10789
盐津,63064
长武,144270
芮城,63840
桃江,63582
鹤庆,63566
富宁,141529
平原,176054
陇西,62858
麻江,63083
宝丰,143785
宁洱,141520
麻阳,143869
阿克塞,63531
定襄,63854
永福,62635
中方,64086
旬阳,64057
茌平,140538
德安,144121
商都,144746
华容,143878
方山,144243
错那,62955
白朗,62808
伊川,143781
乡宁,144234
循化,63537
平舆,143798
太仆寺旗,10291
夏津,140556
申扎,174254
皮山,141554
精河,63091
泌阳,64162
紫云,11330
北票,144140
获嘉,143791
泗县,143327
东明,144193
余庆,143449
金平,38972
达日,63513
集贤,143832
临澧,143862
调兵山,144154
凤冈,143448
嘉禾,143865
静宁,143383
库伦旗,25608
分宜,144138
沈丘,143795
逊克,27077
江安,144527
宕昌,66229
武城,144184
乐安,143935
随县,143852
南丰,143937
建平,144141
郁南,23765
濉溪,64464
偏关,63852
寻乌,144114
依兰,38279
海原,144169
新绛,63841
清水河,63346
来安,143300
庆城,143391
固阳,63324
南木林,174245
望奎,143838
皋兰,143374
察布查尔,63094
代县,63853
汤原,143818
巨鹿,143555
左权,144227
吴起,64046
得荣,16798
蕉岭,143401
扶沟,64177
高阳,143463
长顺,140616
晋州,64192
永胜,63571
资溪,143938
冠县,144206
新干,144119
安塞,144272
深州,175919
古浪,143397
华宁,64113
南县,143876
张家川,143396
民丰,62923
丰镇,144744
南华,141493
奇台,64139
开鲁,144163
黑山,57192
榆社,144226
镇巴,63036
漳平,64547
寿宁,143365
共青城,148233
平泉,64146
扶绥,143413
天镇,144223
道县,63587
林口,143822
卓资,63335
鹤峰,143840
和硕,63807
天峨,57887
兰西,143833
乌拉特中旗,63002
太康,143796
黎川,143936
宁津,144181
曲沃,63845
武穴,143842
陇川,141498
峨边,17731
巴青,63547
合山,143766
浮山,144230
耿马,141512
万安,144117
关岭,143768
宁化,64539
庆安,143836
永昌,143372
淳化,64212
康马,174248
兰坪,141516
上栗,144132
肃南,63516
闻喜,144258
浦北,143421
翁牛特旗,10775
孙吴,140550
大姚,141491
台安,143289
志丹,64047
衡南,143867
望谟,143439
措美,174272
繁峙,144253
马龙,63066
翼城,144235
纳雍,10801
含山,143325
井研,174491
隆子,174278
环江,63819
政和,143363
元氏,140606
通许,143775
吴堡,144279
永德,141514
姚安,140761
曲松,63420
四子王旗,63333
义马,143788
册亨,143437
古交,144251
汤阴,64166
依安,143829
隆德,65486
昌图,144152
山阴,66284
扎赉特旗,144165
临城,143556
青冈,143835
范县,124729
克东,143826
交口,21765
镇沅,141522
莎车,18015
囊谦,29901
马关,63070
马山,143420
都昌,144122
固镇,66312
泾川,143386
合阳,58257
双峰,63585
馆陶,143530
宽城,66300
峡江,144118
徽县,62864
巩留,63097
昌宁,141484
舟曲,143371
封丘,143790
靖远,143367
班戈,62812
克山,143827
桦南,143820
赞皇,64194
珙县,144530
那坡,63825
寿阳,144225
崇仁,143931
五寨,144255
全南,144111
河曲,21048
昂仁,145311
桂东,143864
兴县,144248
横峰,144135
班玛,63528
西和,62862
岢岚,144256
巴楚,62911
隆尧,143699
正安,143450
索县,63522
东丰,143889
三穗,143431
察雅,63504
泽州,63861
双柏,141494
托克逊,141562
清丰,143804
新邵,64128
察右中旗,66240
东辽,143890
裕民,63101
光泽,64580
苏尼特右旗,63391
博湖,63607
临潭,66228
兴海,144173
肥乡,143532
务川,143771
娄烦,63859
天等,143765
新龙,62949
中阳,66283
芦溪,144131
牟定,141492
施甸,141485
黎城,63849
石楼,144245
临猗,144257
镇赉,143882
图木舒克,62979
松溪,64557
肇州,143807
威信,141441
彝良,141442
兴业,143423
永寿,144271
太湖,10554
新竹县,58690
上思,63818
印江,143446
灌阳,143414
东乡族,174332
突泉,62947
杞县,143778
魏县,64187
蠡县,143469
鸡泽,143531
高邑,143546
岚县,144249
尼木,63520
甘德,144153
酉阳,66262
忠县,141541
垫江,16652
奉节,22967
巫山,140682
彭水,17359
云阳,18449
丰都,31539
秀山,141540
石柱,20924
巫溪,15438
